id,termKo,termEn,def,collection,category,difficulty,vibeCore,slug,source,quizEnabled,reviewStatus
new-0088,가상 문서 임베딩,hypothetical document embedding,질문의 가상 답변을 만든 뒤 그 임베딩으로 관련 문서를 찾는 기법.,vibe-v2,프롬프트·컨텍스트·RAG,4,False,hypothetical-document-embedding,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0089,문맥 압축,contextual compression,검색된 문서에서 질문에 필요한 부분만 추려 모델에 넣는 과정.,vibe-v2,프롬프트·컨텍스트·RAG,3,False,contextual-compression,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0090,RAG 평가,RAG evaluation,검색 관련성·근거 충실도·답변 정확성을 따로 측정하는 평가.,vibe-v2,프롬프트·컨텍스트·RAG,3,False,rag-evaluation,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0091,에이전트 루프,agent loop,모델이 판단하고 도구를 호출한 뒤 결과를 다시 읽는 과정을 반복하는 구조.,vibe-v2,에이전트·바이브코딩,2,True,agent-loop,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0092,함수 호출,function calling,모델이 정해진 스키마에 맞춰 프로그램 함수를 실행하도록 요청하는 기능.,vibe-v2,에이전트·바이브코딩,2,True,function-calling,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0093,구조화 출력,structured output,모델 결과를 JSON 스키마 같은 정해진 구조에 맞게 제한하는 기능.,vibe-v2,에이전트·바이브코딩,2,True,structured-output,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0094,JSON 스키마,JSON Schema,JSON 데이터의 필드·자료형·필수 여부를 정의하는 표준 형식.,vibe-v2,에이전트·바이브코딩,3,False,json-schema,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0095,도구 스키마,tool schema,에이전트가 사용할 도구 이름·설명·입력 필드를 정의한 구조.,vibe-v2,에이전트·바이브코딩,2,False,tool-schema,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0096,도구 선택,tool selection,현재 요청을 해결하기 위해 어떤 도구를 호출할지 결정하는 과정.,vibe-v2,에이전트·바이브코딩,2,False,tool-selection,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0097,도구 권한,tool permission,도구가 읽기·쓰기·실행할 수 있는 범위를 제한하는 설정.,vibe-v2,에이전트·바이브코딩,2,True,tool-permission,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0098,승인 게이트,approval gate,파일 삭제·결제처럼 위험한 행동 전에 사람의 확인을 요구하는 단계.,vibe-v2,에이전트·바이브코딩,2,True,approval-gate,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0099,가드레일,guardrail,입력·출력·도구 사용이 규칙을 지키는지 검사하고 위험 행동을 막는 장치.,vibe-v2,에이전트·바이브코딩,2,True,guardrail,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0100,트립와이어,tripwire,위험 조건이 감지되면 에이전트 실행을 즉시 중단시키는 신호.,vibe-v2,에이전트·바이브코딩,3,False,tripwire,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0101,도구 타임아웃,tool timeout,도구 실행이 정해진 시간을 넘으면 실패로 처리하는 제한.,vibe-v2,에이전트·바이브코딩,2,False,tool-timeout,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0102,도구 재시도,tool retry,일시적인 실패가 발생했을 때 같은 도구 실행을 다시 시도하는 처리.,vibe-v2,에이전트·바이브코딩,2,False,tool-retry,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0103,지수 백오프,exponential backoff,재시도 간격을 점점 늘려 서버 부담과 연속 실패를 줄이는 방식.,vibe-v2,에이전트·바이브코딩,3,False,exponential-backoff,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0104,멱등성,idempotency,같은 요청을 여러 번 실행해도 최종 결과가 한 번 실행한 것과 같은 성질.,vibe-v2,에이전트·바이브코딩,3,False,idempotency,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0105,핸드오프 규칙,handoff rule,어떤 조건에서 현재 에이전트가 전문 에이전트에게 일을 넘길지 정한 기준.,vibe-v2,에이전트·바이브코딩,3,False,handoff-rule,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0106,에이전트 오케스트레이션,agent orchestration,여러 에이전트와 도구의 역할·순서·상태를 조정하는 구조.,vibe-v2,에이전트·바이브코딩,3,True,agent-orchestration,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0107,전문 에이전트,specialist agent,코드 리뷰·테스트처럼 특정 업무만 집중하도록 지시와 도구를 제한한 에이전트.,vibe-v2,에이전트·바이브코딩,2,False,specialist-agent,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0108,관리자 에이전트,manager agent,큰 작업을 나누고 여러 전문 에이전트 결과를 모으는 에이전트.,vibe-v2,에이전트·바이브코딩,3,False,manager-agent,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0109,에이전트 도구화,agent as tool,한 에이전트를 다른 에이전트가 호출할 수 있는 도구처럼 사용하는 방식.,vibe-v2,에이전트·바이브코딩,3,False,agent-as-tool,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0110,에이전트 추적,agent tracing,모델 호출·도구 실행·핸드오프 흐름을 시간순으로 기록해 살펴보는 기능.,vibe-v2,에이전트·바이브코딩,2,True,agent-tracing,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0111,실행 스팬,span,추적 데이터에서 하나의 모델 호출이나 도구 실행을 나타내는 구간.,vibe-v2,에이전트·바이브코딩,3,False,span,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0112,실행 런,run,에이전트가 한 작업을 시작해 최종 결과를 내기까지의 전체 실행 단위.,vibe-v2,에이전트·바이브코딩,2,False,run,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0113,작업 계획,task plan,에이전트가 목표를 작은 단계와 검증 순서로 나눈 실행 계획.,vibe-v2,에이전트·바이브코딩,1,True,task-plan,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0114,계획 모드,plan mode,코드를 바로 고치지 않고 먼저 조사와 변경 계획만 제시하는 모드.,vibe-v2,에이전트·바이브코딩,2,True,plan-mode,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0115,실행 모드,execution mode,승인된 계획에 따라 실제 파일 수정·명령 실행을 수행하는 모드.,vibe-v2,에이전트·바이브코딩,2,False,execution-mode,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0116,드라이 런,dry run,실제 변경을 적용하지 않고 어떤 동작이 일어날지 미리 확인하는 실행.,vibe-v2,에이전트·바이브코딩,2,True,dry-run,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0117,체크포인트,checkpoint,큰 변경 중간에 되돌아갈 수 있도록 저장한 안전 지점.,vibe-v2,에이전트·바이브코딩,2,True,checkpoint,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0118,패치,patch,파일 전체가 아니라 변경된 일부 내용을 적용하는 수정 묶음.,vibe-v2,에이전트·바이브코딩,2,False,patch,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0119,디프,diff,수정 전후 파일에서 추가·삭제·변경된 줄을 보여주는 비교 결과.,vibe-v2,에이전트·바이브코딩,1,True,diff,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0120,컨텍스트 파일,context file,에이전트에게 프로젝트 규칙과 구조를 알려주려고 제공하는 문서.,vibe-v2,에이전트·바이브코딩,2,False,context-file,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0121,저장소 지시,repository instruction,프로젝트 전체에 적용할 빌드·테스트·코딩 규칙을 적은 에이전트 지시.,vibe-v2,에이전트·바이브코딩,2,True,repository-instruction,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0122,경로별 지시,path-specific instruction,특정 폴더나 파일 종류에만 적용되는 에이전트 규칙.,vibe-v2,에이전트·바이브코딩,3,False,path-specific-instruction,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0123,CLAUDE.md,CLAUDE.md,Claude Code가 프로젝트 지침으로 읽을 수 있도록 저장소에 두는 마크다운 파일.,vibe-v2,에이전트·바이브코딩,2,False,claude-md,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0124,GEMINI.md,GEMINI.md,Gemini 계열 코딩 도구에 프로젝트 지침을 전달하는 마크다운 파일.,vibe-v2,에이전트·바이브코딩,2,False,gemini-md,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0125,copilot-instructions.md,copilot-instructions.md,GitHub Copilot에 저장소 공통 규칙을 전달하는 지시 파일.,vibe-v2,에이전트·바이브코딩,2,False,copilot-instructions-md,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0126,에이전트 스킬,agent skill,관련 작업에서 불러 쓰는 지시·스크립트·자료를 폴더로 묶은 재사용 단위.,vibe-v2,에이전트·바이브코딩,2,True,agent-skill,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0127,MCP 서버,MCP server,AI 앱에 데이터·도구·프롬프트를 표준 방식으로 제공하는 프로그램.,vibe-v2,에이전트·바이브코딩,2,True,mcp-server,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0128,MCP 클라이언트,MCP client,MCP 서버에 연결해 제공된 기능을 사용하는 AI 애플리케이션 구성 요소.,vibe-v2,에이전트·바이브코딩,3,False,mcp-client,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0129,MCP 호스트,MCP host,여러 MCP 클라이언트 연결과 사용자 승인·보안을 관리하는 AI 애플리케이션.,vibe-v2,에이전트·바이브코딩,3,False,mcp-host,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0130,MCP 리소스,MCP resource,MCP 서버가 읽기용 컨텍스트로 제공하는 파일·문서·데이터.,vibe-v2,에이전트·바이브코딩,3,False,mcp-resource,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0131,MCP 도구,MCP tool,MCP 서버가 에이전트가 실행할 수 있는 행동으로 제공하는 함수.,vibe-v2,에이전트·바이브코딩,3,False,mcp-tool,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0132,MCP 프롬프트,MCP prompt,MCP 서버가 재사용 가능한 작업 템플릿으로 제공하는 프롬프트.,vibe-v2,에이전트·바이브코딩,3,False,mcp-prompt,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0133,스펙 주도 개발,spec-driven development,구현 전에 요구사항·동작·검증 기준을 문서로 확정하고 개발하는 방식.,vibe-v2,에이전트·바이브코딩,2,True,spec-driven-development,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0134,PRD,Product Requirements Document,사용자 문제·목표·기능·성공 기준을 정리한 제품 요구사항 문서.,vibe-v2,에이전트·바이브코딩,2,True,product-requirements-document,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0135,기술 명세,technical specification,기능 동작·데이터·예외·구현 제약을 개발 가능한 수준으로 적은 문서.,vibe-v2,에이전트·바이브코딩,1,True,technical-specification,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0136,수용 기준,acceptance criteria,기능이 완료되었다고 판단할 수 있는 관찰 가능한 조건.,vibe-v2,에이전트·바이브코딩,1,True,acceptance-criteria,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0137,사용자 스토리,user story,특정 사용자가 어떤 목적 때문에 무엇을 원하는지 짧게 표현한 요구사항.,vibe-v2,에이전트·바이브코딩,2,False,user-story,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0138,사용 사례,use case,사용자와 시스템이 목표를 달성하는 단계별 상호작용 시나리오.,vibe-v2,에이전트·바이브코딩,2,False,use-case,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0139,경계 사례,edge case,일반적이지 않지만 실제로 발생할 수 있어 별도 처리가 필요한 상황.,vibe-v2,에이전트·바이브코딩,1,True,edge-case,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0140,실패 경로,failure path,오류·권한 거부·네트워크 단절처럼 정상 흐름에서 벗어난 처리 과정.,vibe-v2,에이전트·바이브코딩,2,False,failure-path,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0141,비기능 요구사항,non-functional requirement,속도·보안·접근성·안정성처럼 기능 외 품질 기준.,vibe-v2,에이전트·바이브코딩,2,True,non-functional-requirement,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0142,완료의 정의,definition of done,코드·테스트·문서·배포 준비까지 작업 완료에 필요한 팀 공통 조건.,vibe-v2,에이전트·바이브코딩,2,False,definition-of-done,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0143,작업 분해,task decomposition,큰 기능을 독립적으로 구현·검증할 수 있는 작은 작업으로 나누는 과정.,vibe-v2,에이전트·바이브코딩,1,True,task-decomposition,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0144,스파이크,technical spike,불확실한 기술 문제를 짧게 조사하거나 시험 구현해 위험을 줄이는 작업.,vibe-v2,에이전트·바이브코딩,3,False,technical-spike,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0145,개념 증명,proof of concept,핵심 아이디어가 기술적으로 가능한지만 확인하는 작은 실험.,vibe-v2,에이전트·바이브코딩,2,False,proof-of-concept,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0146,상수,constant,실행 중 값이 바뀌지 않도록 정의한 데이터.,vibe-v2,프로그래밍 핵심,1,False,constant,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0147,스코프,scope,변수나 함수 이름을 사용할 수 있는 코드 범위.,vibe-v2,프로그래밍 핵심,2,True,scope,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0148,전역 변수,global variable,프로그램의 넓은 범위에서 접근할 수 있는 변수.,vibe-v2,프로그래밍 핵심,2,False,global-variable,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0149,지역 변수,local variable,함수나 블록 안에서만 사용할 수 있는 변수.,vibe-v2,프로그래밍 핵심,1,False,local-variable,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0150,널,null,값이 존재하지 않음을 나타내는 특별한 값.,vibe-v2,프로그래밍 핵심,1,True,null,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0151,널 안정성,null safety,값 없음 때문에 생기는 오류를 자료형과 검사로 줄이는 기능.,vibe-v2,프로그래밍 핵심,2,False,null-safety,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0152,옵셔널,optional,값이 있을 수도 없을 수도 있음을 자료형으로 표현한 것.,vibe-v2,프로그래밍 핵심,2,False,optional,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0153,열거형,enum,가능한 값의 목록을 이름 붙여 제한하는 자료형.,vibe-v2,프로그래밍 핵심,2,False,enum,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0154,튜플,tuple,서로 다른 자료형의 값을 정해진 순서로 묶는 자료구조.,vibe-v2,프로그래밍 핵심,2,False,tuple,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0155,집합,set,중복 없는 값들을 저장하는 자료구조.,vibe-v2,프로그래밍 핵심,2,False,set,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0156,맵 자료구조,map data structure,키를 이용해 값을 빠르게 찾는 자료구조.,vibe-v2,프로그래밍 핵심,2,False,map-data-structure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0157,스택 자료구조,stack data structure,나중에 넣은 값을 먼저 꺼내는 후입선출 구조.,vibe-v2,프로그래밍 핵심,2,False,stack-data-structure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0158,큐 자료구조,queue data structure,먼저 넣은 값을 먼저 꺼내는 선입선출 구조.,vibe-v2,프로그래밍 핵심,2,False,queue-data-structure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0159,연결 리스트,linked list,각 요소가 다음 요소의 위치를 가리키도록 연결한 자료구조.,vibe-v2,프로그래밍 핵심,3,False,linked-list,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0160,트리,tree data structure,부모와 자식의 계층 관계로 데이터를 표현하는 구조.,vibe-v2,프로그래밍 핵심,2,False,tree-data-structure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0161,그래프 자료구조,graph data structure,노드와 연결 관계로 복잡한 네트워크를 표현하는 구조.,vibe-v2,프로그래밍 핵심,3,False,graph-data-structure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0162,해시,hash,입력 데이터를 고정 길이 값으로 변환하는 계산 결과.,vibe-v2,프로그래밍 핵심,2,False,hash,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0163,해시 테이블,hash table,해시를 이용해 키에 대응하는 값을 빠르게 찾는 자료구조.,vibe-v2,프로그래밍 핵심,3,False,hash-table,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0164,클래스,class,데이터와 동작을 가진 객체를 만들기 위한 설계도.,vibe-v2,프로그래밍 핵심,2,False,class,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0165,인스턴스,instance,클래스를 바탕으로 실제 메모리에 만들어진 객체.,vibe-v2,프로그래밍 핵심,2,False,instance,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0166,메서드,method,클래스나 객체에 속해 동작을 수행하는 함수.,vibe-v2,프로그래밍 핵심,1,False,method,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0167,속성,property,객체가 가지고 있는 값이나 상태.,vibe-v2,프로그래밍 핵심,1,False,property,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0168,생성자,constructor,객체가 만들어질 때 초기 상태를 설정하는 특별한 함수.,vibe-v2,프로그래밍 핵심,2,False,constructor,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0169,인터페이스,interface,구현해야 할 메서드와 형태를 약속하는 계약.,vibe-v2,프로그래밍 핵심,2,True,interface,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0170,추상 클래스,abstract class,일부 공통 구현과 반드시 구현할 동작을 함께 정의하는 부모 클래스.,vibe-v2,프로그래밍 핵심,3,False,abstract-class,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0171,상속,inheritance,기존 클래스의 속성과 동작을 새 클래스가 이어받는 방식.,vibe-v2,프로그래밍 핵심,2,False,inheritance,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0172,합성,composition,작은 객체들을 포함하고 조합해 더 큰 기능을 만드는 설계 방식.,vibe-v2,프로그래밍 핵심,3,False,composition,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0173,다형성,polymorphism,같은 인터페이스를 여러 객체가 각자 다른 방식으로 구현하는 성질.,vibe-v2,프로그래밍 핵심,3,False,polymorphism,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0174,캡슐화,encapsulation,내부 상태를 숨기고 정해진 방법으로만 접근하게 하는 원칙.,vibe-v2,프로그래밍 핵심,3,False,encapsulation,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0175,의존성 주입,dependency injection,필요한 객체를 내부에서 만들지 않고 외부에서 전달받는 설계 방식.,vibe-v2,프로그래밍 핵심,3,True,dependency-injection,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0176,제네릭,generic,자료형을 나중에 지정할 수 있게 코드를 일반화하는 기능.,vibe-v2,프로그래밍 핵심,3,False,generic,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0177,콜백,callback,다른 함수에 전달되어 특정 시점에 호출되는 함수.,vibe-v2,프로그래밍 핵심,2,False,callback,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0178,클로저,closure,자신이 만들어진 바깥 스코프의 변수를 기억하는 함수.,vibe-v2,프로그래밍 핵심,3,False,closure,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0179,고차 함수,higher-order function,함수를 인자로 받거나 함수 자체를 반환하는 함수.,vibe-v2,프로그래밍 핵심,3,False,higher-order-function,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0180,람다,lambda,이름 없이 짧게 작성하는 함수 표현식.,vibe-v2,프로그래밍 핵심,2,False,lambda,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0181,재귀,recursion,함수가 문제를 줄여가며 자기 자신을 다시 호출하는 방식.,vibe-v2,프로그래밍 핵심,3,False,recursion,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0182,기저 조건,base case,재귀 호출이 멈추도록 정한 종료 조건.,vibe-v2,프로그래밍 핵심,3,False,base-case,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0183,불변성,immutability,만든 뒤 값을 직접 바꾸지 않고 새 값을 만드는 성질.,vibe-v2,프로그래밍 핵심,2,False,immutability,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0184,순수 함수,pure function,같은 입력에는 같은 출력이며 외부 상태를 바꾸지 않는 함수.,vibe-v2,프로그래밍 핵심,3,False,pure-function,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
new-0185,부작용,side effect,함수가 반환값 외에 파일·화면·외부 상태를 바꾸는 동작.,vibe-v2,프로그래밍 핵심,2,False,side-effect,OpenAI·Anthropic·MCP·GitHub·Android·Apple·MDN 등 공식 문서 기반 한글 재작성,True,reviewed-2026-07
